open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-06-11 16:00:00,109735.7,109815.84,109341.79,109439.38,689.45368,2025-06-11 16:59:59.999,75509852.9681474,159537,338.97074,37125986.5594791,0
2025-06-11 17:00:00,109439.38,109768.85,108964.16,108984.72,724.99224,2025-06-11 17:59:59.999,79310138.1706016,123273,342.70956,37503920.5346641,0
2025-06-11 18:00:00,108984.72,109072.91,108412.01,108807.25,963.32708,2025-06-11 18:59:59.999,104736815.8424012,223067,453.17384,49274223.7007598,0
2025-06-11 19:00:00,108807.25,108960.0,108576.0,108742.37,459.75917,2025-06-11 19:59:59.999,50002926.7763161,150514,220.85977,24018289.9327858,0
2025-06-11 20:00:00,108742.37,109001.5,108480.0,108906.44,360.27215,2025-06-11 20:59:59.999,39194511.3164947,82393,163.89904,17834055.8952698,0
2025-06-11 21:00:00,108906.45,109219.51,108367.94,108508.18,462.92455,2025-06-11 21:59:59.999,50336144.3661969,130197,201.23813,21877204.4853332,0
2025-06-11 22:00:00,108508.17,108633.38,108064.0,108443.38,692.16947,2025-06-11 22:59:59.999,74980275.8184605,175517,285.1723,30892496.2484604,0
2025-06-11 23:00:00,108443.38,108691.87,108324.0,108645.12,335.90773,2025-06-11 23:59:59.999,36464425.3943057,54815,150.00899,16284834.7471135,0
2025-06-12 00:00:00,108645.13,108813.55,108326.55,108705.99,394.62489,2025-06-12 00:59:59.999,42863448.6373073,94866,179.74442,19524581.4838873,0
2025-06-12 01:00:00,108706.0,108706.0,108258.49,108515.99,531.45564,2025-06-12 01:59:59.999,57616419.3479464,111266,292.09373,31656698.5588149,0
2025-06-12 02:00:00,108515.99,108759.0,108390.34,108400.52,897.03762,2025-06-12 02:59:59.999,97355977.6260697,115718,615.26275,66769591.601341,0
2025-06-12 03:00:00,108400.52,108448.03,107730.0,107860.05,1933.71635,2025-06-12 03:59:59.999,208870903.7606644,176192,595.09663,64327874.3276617,0
2025-06-12 04:00:00,107860.04,107917.41,107320.0,107765.12,841.46439,2025-06-12 04:59:59.999,90565498.075418,111109,358.55905,38584643.963937,0
2025-06-12 05:00:00,107765.13,107922.43,107593.67,107746.91,355.94523,2025-06-12 05:59:59.999,38359050.2168342,64711,163.38447,17607115.5262762,0
2025-06-12 06:00:00,107746.91,107993.58,107640.33,107909.02,438.0718,2025-06-12 06:59:59.999,47235233.9361645,54775,243.18571,26219027.3203191,0
2025-06-12 07:00:00,107909.02,107961.01,107438.65,107633.53,702.19948,2025-06-12 07:59:59.999,75595957.7897232,80453,382.02091,41122849.5964699,0
2025-06-12 08:00:00,107633.53,107835.83,107440.13,107731.67,406.91931,2025-06-12 08:59:59.999,43810126.001455,91272,207.47789,22342566.6684888,0
2025-06-12 09:00:00,107731.67,107771.55,107488.95,107507.35,309.4496,2025-06-12 09:59:59.999,33303591.7371552,68833,145.69434,15680628.3280107,0
2025-06-12 10:00:00,107507.35,107518.85,107200.0,107323.16,521.81989,2025-06-12 10:59:59.999,55997372.460865,110969,271.32435,29116301.5022778,0
2025-06-12 11:00:00,107323.16,107349.31,106874.47,106900.95,628.23956,2025-06-12 11:59:59.999,67275271.7527734,114494,237.40658,25427890.4911883,0
2025-06-12 12:00:00,106900.95,107431.82,106870.0,106988.54,763.31238,2025-06-12 12:59:59.999,81754499.1680178,122055,386.46406,41399194.8463072,0
2025-06-12 13:00:00,106988.55,107198.75,106600.0,107070.8,920.69916,2025-06-12 13:59:59.999,98462928.8478725,140294,463.30944,49559247.5508532,0
2025-06-12 14:00:00,107070.8,107721.17,107070.8,107612.69,862.27021,2025-06-12 14:59:59.999,92662749.4266656,162788,459.94476,49426037.4469783,0
2025-06-12 15:00:00,107612.7,107822.5,106890.88,107020.95,655.00365,2025-06-12 15:59:59.999,70300941.8451975,209936,275.23873,29545952.0849869,0
2025-06-12 16:00:00,107020.96,107858.32,106985.38,107744.71,562.58066,2025-06-12 16:59:59.999,60494966.0906057,190673,306.41352,32948279.6224677,0
