open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-06-11 16:00:00,2865.2,2875.72,2845.23,2867.45,37096.6683,2025-06-11 16:59:59.999,106048140.421983,276792,17817.3611,50942728.804465,0
2025-06-11 17:00:00,2867.44,2872.71,2825.69,2829.2,59354.1865,2025-06-11 17:59:59.999,169003577.981222,275810,27542.3617,78420921.014471,0
2025-06-11 18:00:00,2829.2,2833.43,2801.5,2821.6,56244.6484,2025-06-11 18:59:59.999,158565815.587596,353115,24710.8731,69658055.902894,0
2025-06-11 19:00:00,2821.6,2826.0,2801.89,2813.35,34333.2959,2025-06-11 19:59:59.999,96610493.6523,231669,15290.9332,43032786.857127,0
2025-06-11 20:00:00,2813.32,2826.74,2788.85,2815.25,27454.583,2025-06-11 20:59:59.999,77051275.925056,153791,13248.9701,37200950.368334,0
2025-06-11 21:00:00,2815.25,2831.21,2775.0,2782.09,26507.8895,2025-06-11 21:59:59.999,74268638.681441,173562,11609.4989,32524785.05618,0
2025-06-11 22:00:00,2782.1,2786.26,2743.75,2759.09,46533.7973,2025-06-11 22:59:59.999,128602897.634972,288471,19485.996,53863160.388421,0
2025-06-11 23:00:00,2759.09,2778.28,2754.59,2771.61,16495.1787,2025-06-11 23:59:59.999,45678922.842884,106647,7614.0697,21085545.284433,0
2025-06-12 00:00:00,2771.6,2784.83,2758.9,2775.64,27356.0457,2025-06-12 00:59:59.999,75817619.269337,171633,12641.8215,35038186.021862,0
2025-06-12 01:00:00,2775.63,2778.5,2752.01,2776.1,19402.0914,2025-06-12 01:59:59.999,53650983.465837,154784,10736.7361,29689762.253256,0
2025-06-12 02:00:00,2776.1,2784.64,2757.01,2757.99,17789.3538,2025-06-12 02:59:59.999,49312013.10521,124756,9368.2485,25961356.642742,0
2025-06-12 03:00:00,2758.0,2776.59,2746.49,2765.08,26009.4953,2025-06-12 03:59:59.999,71765407.527982,156039,12759.4461,35217138.851585,0
2025-06-12 04:00:00,2765.08,2769.35,2749.07,2762.5,18695.9542,2025-06-12 04:59:59.999,51552383.741237,114996,8441.706,23281368.583763,0
2025-06-12 05:00:00,2762.51,2770.3,2751.59,2764.78,11741.6465,2025-06-12 05:59:59.999,32416805.680428,68787,5950.1469,16430258.100074,0
2025-06-12 06:00:00,2764.77,2777.21,2755.15,2768.12,14980.4312,2025-06-12 06:59:59.999,41458453.668454,94717,8988.0302,24878831.871917,0
2025-06-12 07:00:00,2768.13,2773.83,2733.68,2741.0,37795.8861,2025-06-12 07:59:59.999,103981761.716874,166714,18252.6825,50228951.30328,0
2025-06-12 08:00:00,2740.99,2760.89,2732.46,2757.32,21970.6117,2025-06-12 08:59:59.999,60350943.346506,142382,11434.4591,31423954.041173,0
2025-06-12 09:00:00,2757.32,2762.11,2748.93,2752.6,13451.9304,2025-06-12 09:59:59.999,37068452.023393,79929,7990.2886,22016715.470992,0
2025-06-12 10:00:00,2752.6,2753.56,2733.64,2750.3,23186.5356,2025-06-12 10:59:59.999,63618873.822981,147220,11984.5837,32887014.560885,0
2025-06-12 11:00:00,2750.29,2753.54,2720.38,2729.8,30601.5267,2025-06-12 11:59:59.999,83673616.08168,164529,14654.6932,40078867.939609,0
2025-06-12 12:00:00,2729.8,2746.0,2711.94,2736.9,40128.677,2025-06-12 12:59:59.999,109589125.780791,175564,22463.5203,61354763.071005,0
2025-06-12 13:00:00,2736.91,2754.81,2732.25,2749.52,27054.8861,2025-06-12 13:59:59.999,74247098.832775,147833,14666.3359,40253982.258375,0
2025-06-12 14:00:00,2749.53,2770.32,2747.3,2764.79,31360.755,2025-06-12 14:59:59.999,86614550.178111,171006,16808.1295,46427968.950557,0
2025-06-12 15:00:00,2764.8,2773.21,2713.41,2719.79,47918.0041,2025-06-12 15:59:59.999,131416239.737811,264820,20152.8245,55289610.962539,0
2025-06-12 16:00:00,2719.79,2745.44,2715.02,2743.29,31661.7426,2025-06-12 16:59:59.999,86550113.593182,194769,16422.3968,44900513.256725,0
