open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-06-01 16:00:00,104715.1,105299.21,104659.47,105038.8,1174.8504,2025-06-01 16:59:59.999,123464322.8806747,163128,591.08572,62109997.731514,0
2025-06-01 17:00:00,105038.8,105192.99,104986.2,105066.33,319.00519,2025-06-01 17:59:59.999,33522674.1862917,66223,126.70809,13315963.8087168,0
2025-06-01 18:00:00,105066.34,105066.34,104319.79,104900.01,575.5374,2025-06-01 18:59:59.999,60264914.0913768,121830,275.58897,28858471.1732091,0
2025-06-01 19:00:00,104900.01,105156.73,104805.44,105121.94,361.59685,2025-06-01 19:59:59.999,37964676.2808964,71578,168.02083,17640911.4529456,0
2025-06-01 20:00:00,105121.95,105300.0,104893.72,104948.91,324.69341,2025-06-01 20:59:59.999,34125381.5983051,60800,144.7586,15217105.2625861,0
2025-06-01 21:00:00,104948.91,105504.67,104926.82,105496.54,414.58616,2025-06-01 21:59:59.999,43637577.4146389,68691,227.65069,23956435.2156211,0
2025-06-01 22:00:00,105496.54,105737.84,105414.63,105512.18,474.08063,2025-06-01 22:59:59.999,50049837.1942812,120760,208.90746,22054667.3128645,0
2025-06-01 23:00:00,105512.17,105866.91,105466.39,105642.93,413.01524,2025-06-01 23:59:59.999,43664271.6227677,97727,220.98906,23365179.8048117,0
2025-06-02 00:00:00,105642.93,105735.42,105404.31,105427.48,432.43804,2025-06-02 00:59:59.999,45644388.034643,124446,192.0267,20268734.770032,0
2025-06-02 01:00:00,105427.48,105658.38,105349.63,105388.59,368.13444,2025-06-02 01:59:59.999,38824917.1706929,69135,175.85592,18545169.1698007,0
2025-06-02 02:00:00,105388.58,105414.64,105019.05,105026.98,500.23301,2025-06-02 02:59:59.999,52630972.9737338,82762,261.14626,27475207.041656,0
2025-06-02 03:00:00,105026.97,105055.1,104571.42,104829.27,586.76964,2025-06-02 03:59:59.999,61514191.4459168,91452,264.23156,27699390.8845207,0
2025-06-02 04:00:00,104829.27,104997.06,104700.03,104765.48,262.60797,2025-06-02 04:59:59.999,27542460.8738135,54803,102.82939,10783347.712306,0
2025-06-02 05:00:00,104765.48,104918.04,104610.13,104833.79,244.85997,2025-06-02 05:59:59.999,25653810.1329517,54800,107.78251,11292367.750926,0
2025-06-02 06:00:00,104833.79,105266.87,104732.38,105162.38,470.58034,2025-06-02 06:59:59.999,49416114.3249627,75831,248.44976,26093784.1053388,0
2025-06-02 07:00:00,105162.39,105438.87,105162.38,105387.67,346.57956,2025-06-02 07:59:59.999,36501986.0937996,91612,178.31642,18781052.0752415,0
2025-06-02 08:00:00,105387.67,105935.63,105241.18,105328.43,705.16393,2025-06-02 08:59:59.999,74459378.6932956,140780,329.4715,34797223.3741431,0
2025-06-02 09:00:00,105328.43,105335.99,104483.64,104585.36,998.9363,2025-06-02 09:59:59.999,104697169.9737804,172301,422.16262,44233829.2095906,0
2025-06-02 10:00:00,104585.37,104660.0,104254.71,104370.85,704.18464,2025-06-02 10:59:59.999,73529129.6639256,135516,328.78417,34330648.545188,0
2025-06-02 11:00:00,104370.85,104487.82,103941.0,104047.64,725.6249,2025-06-02 11:59:59.999,75610914.8397854,122904,314.46808,32778254.9988866,0
2025-06-02 12:00:00,104047.63,104281.98,103862.5,104200.32,696.19227,2025-06-02 12:59:59.999,72428407.7547219,126313,381.63249,39706336.1558014,0
2025-06-02 13:00:00,104200.32,104570.57,103700.0,103800.0,1053.66155,2025-06-02 13:59:59.999,109662944.9463473,230769,494.03273,51450126.7816838,0
2025-06-02 14:00:00,103799.99,104679.25,103659.88,104176.62,1127.64518,2025-06-02 14:59:59.999,117529936.9358637,295549,648.78513,67624310.2231365,0
2025-06-02 15:00:00,104176.61,104565.32,103905.1,104438.79,580.0461,2025-06-02 15:59:59.999,60486352.6637409,169893,291.87302,30440342.656144,0
2025-06-02 16:00:00,104438.79,104450.01,104030.01,104286.06,501.02384,2025-06-02 16:59:59.999,52218613.8629108,143381,251.47437,26209510.4773276,0
2025-06-02 17:00:00,104286.06,104490.57,104095.23,104399.89,372.61381,2025-06-02 17:59:59.999,38866091.7135528,127480,159.0476,16589763.046264,0
2025-06-02 18:00:00,104399.89,104731.95,104200.0,104361.54,367.55001,2025-06-02 18:59:59.999,38382363.7860767,127966,169.63533,17715640.0370103,0
2025-06-02 19:00:00,104361.54,104510.96,104050.96,104425.63,339.8615,2025-06-02 19:59:59.999,35448015.668375,91402,141.64243,14772226.3752141,0
2025-06-02 20:00:00,104425.64,104995.93,104425.64,104878.62,440.97656,2025-06-02 20:59:59.999,46210808.341176,99964,231.76383,24289896.0360938,0
2025-06-02 21:00:00,104878.61,105096.66,104575.37,104942.0,303.58011,2025-06-02 21:59:59.999,31837525.2114979,83853,135.65739,14228367.3753613,0
2025-06-02 22:00:00,104941.99,105800.0,104941.99,105695.49,784.02023,2025-06-02 22:59:59.999,82694237.6178336,172139,397.96703,41964341.3967462,0
2025-06-02 23:00:00,105695.5,105931.44,105575.47,105857.99,540.70423,2025-06-02 23:59:59.999,57213474.2629757,112605,265.61873,28107956.4160042,0
2025-06-03 00:00:00,105858.0,106400.0,105747.14,106285.72,752.61041,2025-06-03 00:59:59.999,79877191.9268171,179584,415.30269,44081934.4702663,0
2025-06-03 01:00:00,106285.72,106488.0,106110.53,106481.75,485.1048,2025-06-03 01:59:59.999,51556044.0523264,105400,221.77678,23576292.5919668,0
2025-06-03 02:00:00,106481.76,106500.0,105577.36,105612.46,691.63486,2025-06-03 02:59:59.999,73318917.6331513,106158,272.24658,28858715.6778001,0
2025-06-03 03:00:00,105612.47,105712.72,105340.18,105482.02,441.33737,2025-06-03 03:59:59.999,46574116.9896704,77344,233.29691,24620482.4217647,0
2025-06-03 04:00:00,105482.03,105513.02,105116.2,105166.92,433.84543,2025-06-03 04:59:59.999,45680694.0181124,55907,156.41913,16467127.9231107,0
2025-06-03 05:00:00,105166.93,105472.1,105166.92,105452.08,465.42429,2025-06-03 05:59:59.999,49024525.3177873,63575,261.39449,27534920.9514225,0
2025-06-03 06:00:00,105452.09,105463.19,105218.0,105429.67,497.04209,2025-06-03 06:59:59.999,52357030.7867207,53184,259.95948,27385816.133947,0
2025-06-03 07:00:00,105429.67,105438.02,105161.84,105170.75,412.13809,2025-06-03 07:59:59.999,43393891.0867893,49870,160.89186,16941684.5626354,0
2025-06-03 08:00:00,105170.76,105245.29,104872.5,105094.93,579.75676,2025-06-03 08:59:59.999,60884906.6403418,79855,240.13804,25219530.734747,0
2025-06-03 09:00:00,105094.93,105284.74,105067.74,105198.11,353.4813,2025-06-03 09:59:59.999,37178643.603639,43032,198.81469,20911916.8324158,0
2025-06-03 10:00:00,105198.12,105343.01,105146.99,105280.99,376.17348,2025-06-03 10:59:59.999,39599267.2559799,40092,189.71592,19972664.2192172,0
2025-06-03 11:00:00,105281.0,105349.94,105173.87,105287.24,272.00092,2025-06-03 11:59:59.999,28629257.2488194,42424,164.37356,17299722.3514387,0
2025-06-03 12:00:00,105287.24,105425.38,105224.25,105307.94,404.97079,2025-06-03 12:59:59.999,42655130.6980958,63682,252.91067,26639972.9593427,0
2025-06-03 13:00:00,105307.94,105666.67,105031.6,105421.55,737.70303,2025-06-03 13:59:59.999,77749580.9118241,178631,377.54433,39796607.1702486,0
2025-06-03 14:00:00,105421.54,106692.43,105150.94,106550.01,1681.31099,2025-06-03 14:59:59.999,178213049.1609094,293133,823.2439,87300564.3094832,0
2025-06-03 15:00:00,106550.01,106794.67,106333.33,106610.66,1120.18715,2025-06-03 15:59:59.999,119378729.0847177,184586,520.34638,55449729.1764422,0
