open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-06-11 16:00:00,0.2032,0.20404,0.20206,0.20287,52923450.0,2025-06-11 16:59:59.999,10744446.48345,50538,23099197.0,4688832.57662,0
2025-06-11 17:00:00,0.20287,0.20287,0.1983,0.19845,45053777.0,2025-06-11 17:59:59.999,9033908.02742,42456,15934873.0,3199356.1753,0
2025-06-11 18:00:00,0.19845,0.19857,0.19567,0.19594,60628782.0,2025-06-11 18:59:59.999,11924035.74908,70758,28454167.0,5597046.6379,0
2025-06-11 19:00:00,0.19595,0.1961,0.19416,0.19505,41699956.0,2025-06-11 19:59:59.999,8130006.75318,37808,18002526.0,3510211.71015,0
2025-06-11 20:00:00,0.19504,0.19646,0.19369,0.19572,25694747.0,2025-06-11 20:59:59.999,5020067.49737,25250,12247626.0,2393947.08647,0
2025-06-11 21:00:00,0.19573,0.19722,0.19243,0.19318,31920204.0,2025-06-11 21:59:59.999,6218048.00911,30884,14976519.0,2918045.07267,0
2025-06-11 22:00:00,0.19317,0.19382,0.19125,0.19224,51530850.0,2025-06-11 22:59:59.999,9905081.52175,51057,21271919.0,4090122.9747,0
2025-06-11 23:00:00,0.19224,0.19312,0.19209,0.19294,25076314.0,2025-06-11 23:59:59.999,4835708.25444,14415,11625137.0,2241591.15288,0
2025-06-12 00:00:00,0.19294,0.19368,0.19128,0.19306,34603673.0,2025-06-12 00:59:59.999,6670941.14217,48727,17809222.0,3432449.94376,0
2025-06-12 01:00:00,0.19306,0.19309,0.19066,0.19242,26742558.0,2025-06-12 01:59:59.999,5129223.06778,41159,12280820.0,2354480.18203,0
2025-06-12 02:00:00,0.19242,0.19297,0.19131,0.19205,23442318.0,2025-06-12 02:59:59.999,4503077.38777,34171,12990780.0,2495418.14756,0
2025-06-12 03:00:00,0.19205,0.1921,0.19009,0.19071,37133382.0,2025-06-12 03:59:59.999,7089712.58062,41077,17491828.0,3340093.62511,0
2025-06-12 04:00:00,0.19072,0.19104,0.1894,0.19041,40558532.0,2025-06-12 04:59:59.999,7706425.11433,39559,17971468.0,3414798.89272,0
2025-06-12 05:00:00,0.1904,0.19103,0.18928,0.19081,31295519.0,2025-06-12 05:59:59.999,5952132.81912,27512,10700406.0,2035674.61219,0
2025-06-12 06:00:00,0.1908,0.19135,0.18968,0.19085,34236554.0,2025-06-12 06:59:59.999,6527920.52571,30156,20337020.0,3878568.55594,0
2025-06-12 07:00:00,0.19085,0.19129,0.18903,0.18955,28835638.0,2025-06-12 07:59:59.999,5482782.35311,34217,11024676.0,2096851.3116,0
2025-06-12 08:00:00,0.18954,0.19016,0.1887,0.19002,23528999.0,2025-06-12 08:59:59.999,4457042.20651,30184,9424838.0,1784954.73673,0
2025-06-12 09:00:00,0.19002,0.1903,0.18929,0.18943,13180527.0,2025-06-12 09:59:59.999,2502042.47013,17842,7024732.0,1333568.17989,0
2025-06-12 10:00:00,0.18944,0.18954,0.1876,0.18856,41218797.0,2025-06-12 10:59:59.999,7763457.20874,52091,20548889.0,3870397.07388,0
2025-06-12 11:00:00,0.18856,0.18873,0.1864,0.18714,57965008.0,2025-06-12 11:59:59.999,10863814.63862,50809,25880554.0,4850909.22046,0
2025-06-12 12:00:00,0.18714,0.18889,0.18666,0.18797,60060853.0,2025-06-12 12:59:59.999,11283936.74551,40016,33790997.0,6351545.09648,0
2025-06-12 13:00:00,0.18796,0.18855,0.18701,0.1882,32327850.0,2025-06-12 13:59:59.999,6074858.14341,38759,16928403.0,3180638.40522,0
2025-06-12 14:00:00,0.1882,0.18991,0.1882,0.1893,51308957.0,2025-06-12 14:59:59.999,9708761.03145,35181,22534689.0,4265444.31685,0
2025-06-12 15:00:00,0.1893,0.18989,0.18556,0.1859,59951231.0,2025-06-12 15:59:59.999,11250777.51817,57813,27474775.0,5159415.30792,0
2025-06-12 16:00:00,0.18589,0.18848,0.18563,0.18786,35346550.0,2025-06-12 16:59:59.999,6617605.88485,42448,19895892.0,3724259.70761,0
