open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-06-11 16:00:00,2.3258,2.3308,2.316,2.3169,4707248.2,2025-06-11 16:59:59.999,10932526.29628,53423,1962671.8,4559346.10513,0
2025-06-11 17:00:00,2.317,2.3239,2.3022,2.3027,4220364.4,2025-06-11 17:59:59.999,9763399.06358,41928,1643782.0,3803944.02828,0
2025-06-11 18:00:00,2.3027,2.3067,2.2893,2.2967,5409678.7,2025-06-11 18:59:59.999,12433232.90338,59721,2422783.4,5569566.65379,0
2025-06-11 19:00:00,2.2966,2.2985,2.2833,2.286,3022401.4,2025-06-11 19:59:59.999,6923518.42513,34169,1142302.9,2617384.56983,0
2025-06-11 20:00:00,2.2859,2.2967,2.2798,2.2949,2402056.0,2025-06-11 20:59:59.999,5498939.98114,21561,1012436.7,2319424.81225,0
2025-06-11 21:00:00,2.2949,2.3001,2.2724,2.273,4806007.1,2025-06-11 21:59:59.999,10991226.52308,38167,1521668.1,3478123.80216,0
2025-06-11 22:00:00,2.2731,2.2732,2.2524,2.2613,8172640.0,2025-06-11 22:59:59.999,18483716.99036,86324,3937634.1,8904102.15419,0
2025-06-11 23:00:00,2.2613,2.2715,2.2594,2.2704,2724069.7,2025-06-11 23:59:59.999,6173984.98743,22290,1561989.7,3539991.86521,0
2025-06-12 00:00:00,2.2704,2.2733,2.2567,2.2666,3352313.9,2025-06-12 00:59:59.999,7595504.61303,35331,1428233.1,3236156.54724,0
2025-06-12 01:00:00,2.2665,2.2678,2.246,2.257,4534031.1,2025-06-12 01:59:59.999,10222095.5169,46523,2415138.6,5446896.80996,0
2025-06-12 02:00:00,2.257,2.2621,2.2465,2.2484,3291393.0,2025-06-12 02:59:59.999,7413841.59405,28774,2268270.0,5109686.99163,0
2025-06-12 03:00:00,2.2484,2.2521,2.2376,2.244,5067154.8,2025-06-12 03:59:59.999,11376359.50406,31571,3189238.2,7161096.22635,0
2025-06-12 04:00:00,2.244,2.249,2.2376,2.2475,3975298.3,2025-06-12 04:59:59.999,8919674.81876,23801,2613922.1,5865947.44014,0
2025-06-12 05:00:00,2.2475,2.2576,2.2436,2.2561,2859466.6,2025-06-12 05:59:59.999,6440073.93773,26177,1397471.0,3147026.62481,0
2025-06-12 06:00:00,2.256,2.2565,2.2477,2.2492,3008861.1,2025-06-12 06:59:59.999,6775791.87896,25797,1157128.7,2605663.07449,0
2025-06-12 07:00:00,2.2492,2.2495,2.2321,2.2397,5036142.0,2025-06-12 07:59:59.999,11283336.75571,31349,2534998.0,5678872.76187,0
2025-06-12 08:00:00,2.2397,2.2454,2.2313,2.2444,3603882.0,2025-06-12 08:59:59.999,8071812.20193,39119,1703334.7,3815788.41285,0
2025-06-12 09:00:00,2.2445,2.2497,2.2428,2.245,2007261.6,2025-06-12 09:59:59.999,4508970.6772,21835,906172.7,2035511.17676,0
2025-06-12 10:00:00,2.2449,2.245,2.2337,2.2391,3022535.6,2025-06-12 10:59:59.999,6767751.95885,36005,1278774.7,2863180.7486,0
2025-06-12 11:00:00,2.2391,2.2399,2.2237,2.2255,4597391.6,2025-06-12 11:59:59.999,10251760.60652,35300,2020099.8,4505564.47546,0
2025-06-12 12:00:00,2.2255,2.2379,2.2211,2.2339,3540693.7,2025-06-12 12:59:59.999,7895645.98964,31748,1796440.8,4007006.00438,0
2025-06-12 13:00:00,2.2339,2.2468,2.2324,2.2449,3467921.6,2025-06-12 13:59:59.999,7767384.95049,45956,1689627.7,3784103.96287,0
2025-06-12 14:00:00,2.2448,2.2525,2.2448,2.2486,4520582.4,2025-06-12 14:59:59.999,10167158.83268,37884,2134339.8,4800190.04691,0
2025-06-12 15:00:00,2.2486,2.2525,2.2277,2.2284,4058704.0,2025-06-12 15:59:59.999,9090810.0305,48536,1830584.4,4100825.95887,0
2025-06-12 16:00:00,2.2285,2.2472,2.2278,2.243,4436656.3,2025-06-12 16:59:59.999,9940170.52532,34532,2897672.3,6491632.91534,0
